image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000814_general_007007.jpg,29B50080,baseline,baseline,29B50080,True,0,True,False,False,cropped,existing_plate_crop,50,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000815_general_004935.jpg,73Z400053,baseline,baseline,40040053,False,4,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,72,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000816_general_005118.jpg,30F99858,baseline,baseline,30F99858,True,0,True,False,False,cropped,existing_plate_crop,100,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000817_general_016937.jpg,59Z05456,baseline,baseline,59Z205456,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,103,85,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000818_general_008116.jpg,52X24439,baseline,baseline,52X40230,False,4,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,158,143,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000819_general_016424.jpg,51G21325,baseline,baseline,51G21325,True,0,True,False,False,cropped,existing_plate_crop,49,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000820_general_015362.jpg,59Y152533,baseline,baseline,59Y102533,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,66,56,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000821_general_002650.jpg,51H05215,baseline,baseline,51H05215,True,0,True,False,False,cropped,existing_plate_crop,65,52,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000822_general_003662.jpg,54X37672,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,54X37672,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,55,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000823_general_010061.jpg,946651G3,baseline,baseline,51G39466,False,8,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000824_general_011655.jpg,60LD03908,baseline,baseline,60LD03908,True,0,True,False,False,cropped,existing_plate_crop,53,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000825_general_013050.jpg,60A42895,baseline,baseline,60A42895,True,0,True,False,False,cropped,existing_plate_crop,69,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000826_general_009948.jpg,60A61028,baseline,baseline,60A61028,True,0,True,False,False,cropped,existing_plate_crop,44,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000827_general_015101.jpg,59N146204,baseline,baseline,59M146204,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,96,85,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000828_general_005670.jpg,60N89955,baseline,baseline,60N89955,True,0,True,False,False,cropped,existing_plate_crop,43,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000829_general_006623.jpg,510401D0,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,51C49160,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,43,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000830_general_003683.jpg,59T155417,baseline,baseline,59T155417,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,94,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000831_general_006657.jpg,00851G51,baseline,baseline,51G51008,False,6,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000832_general_004885.jpg,59C13162,baseline,baseline,59C131162,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,86,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000833_general_004735.jpg,1ZNCG01,baseline,baseline,41291NG01,False,5,False,False,False,yolo_plate_dataset,crop_source_bounding_box,188,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000834_general_013390.jpg,60C295822,baseline,baseline,60C295822,True,0,True,False,False,cropped,existing_plate_crop,41,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000835_general_005942.jpg,51A28988,baseline,baseline,51A28988,True,0,True,False,False,cropped,existing_plate_crop,62,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000836_general_001600.jpg,69A802673,baseline,baseline,69AB02673,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,80,73,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000837_general_004337.jpg,64F106510,baseline,baseline,64F106510,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,150,126,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000838_general_011503.jpg,76G10209,baseline,baseline,G10209,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,115,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000839_general_002954.jpg,51G02802,baseline,baseline,51C02802,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,127,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000840_general_010314.jpg,50A8151,baseline,baseline,88A38951,False,4,False,False,False,yolo_plate_dataset,crop_source_bounding_box,59,10,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000841_general_009656.jpg,54S19975,baseline,baseline,54S19755,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,77,63,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000842_general_015726.jpg,59D139997,baseline,baseline,59U139997,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,91,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000843_general_003023.jpg,51F62606,baseline,baseline,51F82606,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,120,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000844_general_008194.jpg,30E77272,baseline,baseline,30E77379,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,208,57,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000845_general_005018.jpg,59P214706,baseline,baseline,59P214706,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,86,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000846_general_006033.jpg,59T186782,baseline,baseline,59T186782,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,85,72,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000847_general_009112.jpg,29K01635,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,29K01635,True,0,True,False,False,cropped,existing_plate_crop,41,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000848_general_015891.jpg,79A18768,baseline,baseline,79A18768,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,154,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000849_general_003360.jpg,50E12474,baseline,baseline,50E12474,True,0,True,False,False,cropped,existing_plate_crop,39,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000850_general_004047.jpg,51H60804,baseline,baseline,51H68800,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,119,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000851_general_009722.jpg,51F7904,baseline,baseline,51F78904,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,67,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000852_general_002209.jpg,59X46591,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,NASA,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,20,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000853_general_002145.jpg,63B115142,baseline,baseline,63B615142,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,99,60,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000854_general_012938.jpg,60H12094,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60H12094,True,0,True,False,False,cropped,existing_plate_crop,39,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000855_general_013197.jpg,30Z41231,baseline,baseline,30E41231,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,332,196,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000856_general_008242.jpg,47G42739,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,111,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,28,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000857_general_010126.jpg,7BD108469,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,78D108469,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,45,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000858_general_005185.jpg,60H17740,baseline,baseline,60H17740,True,0,True,False,False,cropped,existing_plate_crop,57,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000859_general_012937.jpg,48F1856,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,48FA1856,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,80,59,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000860_general_002439.jpg,30E64567,baseline,baseline,30E64567,True,0,True,False,False,cropped,existing_plate_crop,43,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000861_general_007698.jpg,72F500021,baseline,baseline,72F150021,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,102,54,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000862_general_002276.jpg,60F212878,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60F212878,True,0,False,True,False,cropped,existing_plate_crop,32,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000863_general_017090.jpg,558551F1,baseline,baseline,51F15585,False,6,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000864_general_001504.jpg,60A52621,baseline,baseline,60A52621,True,0,True,False,False,cropped,existing_plate_crop,77,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000865_general_014070.jpg,49E136422,baseline,baseline,49E136422,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,64,45,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000866_general_004774.jpg,59D104444,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59D100444,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,94,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000867_general_008493.jpg,62P153221,baseline,baseline,62P153221,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,96,81,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000868_general_016405.jpg,83A15344,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,83A15344,True,0,False,True,False,cropped,existing_plate_crop,39,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000869_general_013148.jpg,59X191965,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59X199965,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,89,87,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000870_general_004191.jpg,79Z934399,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,L,False,9,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,57,133,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000871_general_011392.jpg,51K51275,baseline,baseline,51K51275,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,96,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000872_general_008063.jpg,59D194967,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,5801136777776,False,10,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,579,501,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000873_general_007140.jpg,60V73914,baseline,baseline,60Y73914,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,95,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000874_general_003666.jpg,51D77551,baseline,baseline,51D77557,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,65,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000875_general_011661.jpg,53D323383,baseline,baseline,59D331383,False,3,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,78,64,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000876_general_014101.jpg,34A60698,baseline,baseline,34A60698,True,0,True,False,False,cropped,existing_plate_crop,74,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000877_general_010572.jpg,30F26449,baseline,baseline,30F26449,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,268,234,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000878_general_015522.jpg,84H11990,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,84H11990,True,0,False,True,False,yolo_plate_dataset,crop_source_bounding_box,226,144,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000879_general_003900.jpg,29A73570,baseline,baseline,49A73570,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,164,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000880_general_017662.jpg,30E17783,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,30F47752,False,4,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,33,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000881_general_001700.jpg,93F77330,baseline,baseline,93F77330,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,290,199,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000882_general_011165.jpg,51F2202D,baseline,baseline,G1F22029,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,49,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000883_general_001634.jpg,67L133525,baseline,baseline,67L133525,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000884_general_014051.jpg,51G4271,baseline,baseline,51G42071,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,47,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000885_general_005616.jpg,50Z27594,baseline,baseline,50T27594,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,88,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000886_general_005580.jpg,30F30408,baseline,baseline,30F30408,True,0,True,False,False,cropped,existing_plate_crop,41,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000887_general_008141.jpg,59X50769,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,55X90769,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,37,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000888_general_013695.jpg,50LD06195,baseline,baseline,50L06195,False,1,False,False,False,cropped,existing_plate_crop,49,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000889_general_015976.jpg,38B456087,baseline,baseline,36B456087,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,47,53,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000890_general_014488.jpg,51F271B09,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,61F27809,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,50,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000891_general_001970.jpg,47B14301,baseline,baseline,47R14301,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,82,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000892_general_004559.jpg,79C199873,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,79C109873,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,34,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000893_general_013585.jpg,59U16141,baseline,baseline,59U16141,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,40,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000894_general_012894.jpg,30A35981,baseline,baseline,60A35981,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,100,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000895_general_015604.jpg,50H11306,baseline,baseline,50H11306,True,0,True,False,False,cropped,existing_plate_crop,34,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000896_general_016854.jpg,83C106271,baseline,baseline,83C106271,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,163,122,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000897_general_012875.jpg,49H114858,baseline,baseline,49H114858,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,109,92,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000898_general_002854.jpg,51K91933,baseline,baseline,51K91933,True,0,True,False,False,cropped,existing_plate_crop,82,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000899_general_014397.jpg,59V118904,baseline,baseline,59F118004,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,53,62,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000900_general_007963.jpg,51A72100,baseline,baseline,51A72110,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,94,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000901_general_016521.jpg,80NG46313,baseline,baseline,80NG63134,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,212,89,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000902_general_001478.jpg,30E04914,baseline,baseline,30E04914,True,0,True,False,False,cropped,existing_plate_crop,109,98,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000903_general_009234.jpg,51G54338,baseline,baseline,51G54338,True,0,True,False,False,cropped,existing_plate_crop,79,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000904_general_010738.jpg,50X257373,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59X261376,False,4,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,28,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000905_general_015052.jpg,66M21139,baseline,baseline,66N48882,False,6,False,False,False,yolo_plate_dataset,crop_source_bounding_box,132,99,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000906_general_002208.jpg,60A25586,baseline,baseline,60A25586,True,0,True,False,False,cropped,existing_plate_crop,75,53,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000907_general_004434.jpg,18B537011,baseline,baseline,1B537011,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,87,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000908_general_006860.jpg,59Z235184,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,591235184,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,260,176,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000909_general_001966.jpg,60H03672,baseline,baseline,60H03672,True,0,True,False,False,cropped,existing_plate_crop,42,26,min_side_lt32
