image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003482.jpg,60LD03996,baseline,baseline,60LD03996,True,0,True,False,False,baseline,baseline,60LD03996,60LD03996,False,cropped,existing_plate_crop,87,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010772.jpg,68M70753,baseline,baseline,68M70753,True,0,True,False,False,baseline,baseline,68M70753,68M70753,False,yolo_plate_dataset,crop_source_bounding_box,280,211,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001967.jpg,59T153668,baseline,baseline,59T153668,True,0,True,False,False,baseline,baseline,59T153668,59T153668,False,yolo_plate_dataset,crop_source_bounding_box,44,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004690.jpg,95DB011179,baseline,baseline,95D801179,False,2,False,False,False,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,95D801179,95D801179,False,archive_plate_crops_from_coords,existing_plate_crop,91,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005895.jpg,36A53162,baseline,baseline,36A53162,True,0,True,False,False,baseline,baseline,36A53162,36A53162,False,cropped,existing_plate_crop,55,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001070.jpg,51G04870,baseline,baseline,51G04870,True,0,True,False,False,baseline,baseline,51G04870,51G04870,False,cropped,existing_plate_crop,44,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003089.jpg,37M128235,baseline,baseline,37M18235,False,1,False,False,False,full_z1.15_up3_train_baseline,baseline,37M128235,37M18235,False,archive_plate_crops_from_coords,existing_plate_crop,64,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010015.jpg,30A36080,baseline,baseline,30A36080,True,0,True,False,False,baseline,baseline,30A36080,30A36080,False,cropped,existing_plate_crop,37,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002627.jpg,66FH9296,baseline,baseline,66FH9296,True,0,True,False,False,baseline,baseline,66FH9296,66FH9296,False,yolo_plate_dataset,crop_source_bounding_box,237,175,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008603.jpg,61E00914,baseline,baseline,61E00914,True,0,True,False,False,baseline,baseline,61E00914,61E00914,False,archive_plate_crops_from_coords,existing_plate_crop,57,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016625.jpg,65P23989,baseline,baseline,65P23989,True,0,True,False,False,baseline,baseline,65P23989,65P23989,False,yolo_plate_dataset,crop_source_bounding_box,134,105,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007934.jpg,30F28184,baseline,baseline,30F28184,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,30F28184,30F28184,False,cropped,existing_plate_crop,42,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008945.jpg,59S1318,baseline,baseline,59S131986,False,2,False,False,False,baseline,baseline,59S131986,59S131986,False,yolo_plate_dataset,crop_source_bounding_box,52,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005034.jpg,30A02965,baseline,baseline,30A02965,True,0,True,False,False,baseline,baseline,30A02965,30A02965,False,archive_plate_crops_from_coords,existing_plate_crop,329,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007401.jpg,60B307111,baseline,baseline,60R30711,False,2,False,False,False,full_z1.15_up2_train_baseline,baseline,60R30711,60R30711,False,archive_plate_crops_from_coords,existing_plate_crop,92,53,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001102.jpg,51K21103,baseline,baseline,51K21103,True,0,True,False,False,baseline,baseline,51K21103,51K21103,False,yolo_plate_dataset,crop_source_bounding_box,90,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008387.jpg,60LD00573,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60LD00573,True,0,False,True,False,full_z1.15_up3_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,60LD00573,60LD00573,True,cropped,existing_plate_crop,53,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004655.jpg,51D57937,baseline,baseline,51D57937,True,0,True,False,False,baseline,baseline,51D57937,51D57937,False,cropped,existing_plate_crop,79,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002669.jpg,30H13469,baseline,baseline,30H13469,True,0,True,False,False,baseline,baseline,30H13469,30H13469,False,cropped,existing_plate_crop,39,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004903.jpg,30F05779,baseline,baseline,30F05779,True,0,True,False,False,baseline,baseline,30F05779,30F05779,False,archive_plate_crops_from_coords,existing_plate_crop,249,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007110.jpg,59U165529,baseline,baseline,59U156529,False,2,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,59U154529,59U155529,False,cropped,existing_plate_crop,71,61,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005718.jpg,66N59230,baseline,baseline,66N59230,True,0,True,False,False,baseline,baseline,66N59230,66N59230,False,yolo_plate_dataset,crop_source_bounding_box,144,105,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001283.jpg,59C246633,baseline,baseline,59C245633,False,1,False,False,False,baseline,baseline,59C245633,59C245633,False,archive_plate_crops_from_coords,existing_plate_crop,79,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008398.jpg,64K89380,baseline,baseline,64K89380,True,0,True,False,False,baseline,baseline,64K89380,64K89380,False,yolo_plate_dataset,crop_source_bounding_box,166,128,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003474.jpg,61C55571,baseline,baseline,61C55571,True,0,True,False,False,baseline,baseline,61C55571,61C55571,False,cropped,existing_plate_crop,109,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002670.jpg,60A00083,baseline,baseline,60A00083,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,60A00083,60A00083,False,cropped,existing_plate_crop,63,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002878.jpg,50LD13017,baseline,baseline,50LD13017,True,0,True,False,False,baseline,baseline,50LD13017,50LD13017,False,cropped,existing_plate_crop,71,53,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016803.jpg,1F98466,baseline,baseline,31F98466,False,1,False,False,False,baseline,baseline,31F98466,31F98466,False,archive_plate_crops_from_coords,existing_plate_crop,111,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013904.jpg,60B915781,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60B915761,False,1,True,False,True,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60B915761,60B915761,True,archive_plate_crops_from_coords,existing_plate_crop,80,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008878.jpg,51A28498,baseline,baseline,51A28498,True,0,True,False,False,baseline,baseline,51A28498,51A28498,False,cropped,existing_plate_crop,34,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002573.jpg,30E54093,baseline,baseline,30E54093,True,0,True,False,False,baseline,baseline,30E54093,30E54093,False,archive_plate_crops_from_coords,existing_plate_crop,86,128,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016545.jpg,83C122190,baseline,baseline,83C122190,True,0,True,False,False,baseline,baseline,83C122190,83C122190,False,archive_plate_crops_from_coords,existing_plate_crop,145,99,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008837.jpg,77F180808,baseline,baseline,77F180808,True,0,True,False,False,baseline,baseline,77F180808,77F180808,False,archive_plate_crops_from_coords,existing_plate_crop,95,50,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006116.jpg,36A24734,baseline,baseline,36A24734,True,0,True,False,False,baseline,baseline,36A24734,36A24734,False,cropped,existing_plate_crop,32,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013802.jpg,51G56221,baseline,baseline,51G56221,True,0,True,False,False,baseline,baseline,51G56221,51G56221,False,cropped,existing_plate_crop,33,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016918.jpg,51K20346,baseline,baseline,51K20346,True,0,True,False,False,baseline,baseline,51K20346,51K20346,False,archive_plate_crops_from_coords,existing_plate_crop,85,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001874.jpg,30N45882,baseline,baseline,30N45882,True,0,True,False,False,baseline,baseline,30N45882,30N45882,False,archive_plate_crops_from_coords,existing_plate_crop,91,81,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016684.jpg,59X203954,baseline,baseline,59X20954,False,1,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,59X20954,59X20354,False,yolo_plate_dataset,crop_source_bounding_box,46,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016486.jpg,60A87497,baseline,baseline,60A87497,True,0,True,False,False,baseline,baseline,60A87497,60A87497,False,cropped,existing_plate_crop,72,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003011.jpg,50LD18118,baseline,baseline,50LD18118,True,0,True,False,False,baseline,baseline,50LD18118,50LD18118,False,cropped,existing_plate_crop,57,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010776.jpg,60H19565,baseline,baseline,60H19565,True,0,True,False,False,baseline,baseline,60H19565,60H19565,False,cropped,existing_plate_crop,75,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002752.jpg,65D100574,baseline,baseline,65D100574,True,0,True,False,False,baseline,baseline,65D100574,65D100574,False,yolo_plate_dataset,crop_source_bounding_box,252,182,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007768.jpg,60C200684,baseline,baseline,60C200684,True,0,True,False,False,baseline,baseline,60C200684,60C200684,False,yolo_plate_dataset,crop_source_bounding_box,80,64,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008968.jpg,95U18284,baseline,baseline,95U18284,True,0,True,False,False,baseline,baseline,95U18284,95U18284,False,yolo_plate_dataset,crop_source_bounding_box,158,104,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013534.jpg,59X405763,baseline,baseline,59X405763,True,0,True,False,False,baseline,baseline,59X405763,59X405763,False,archive_plate_crops_from_coords,existing_plate_crop,44,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010216.jpg,50H40377,baseline,baseline,50H40377,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,50H40377,50H40377,False,cropped,existing_plate_crop,73,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006064.jpg,33M5599,baseline,baseline,33M5599,True,0,True,False,False,baseline,baseline,33M5599,33M5599,False,cropped,existing_plate_crop,44,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011978.jpg,62H56125,baseline,baseline,62H56125,True,0,True,False,False,baseline,baseline,62H56125,62H56125,False,archive_plate_crops_from_coords,existing_plate_crop,108,62,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014601.jpg,51H33140,baseline,baseline,51H33140,True,0,True,False,False,baseline,baseline,51H33140,51H33140,False,cropped,existing_plate_crop,53,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_000751.jpg,59L211500,baseline,baseline,59L211500,True,0,True,False,False,baseline,baseline,59L211500,59L211500,False,yolo_plate_dataset,crop_source_bounding_box,77,63,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012957.jpg,59C293872,baseline,baseline,59C283872,False,1,False,False,False,full_z1.15_up3_train_baseline,baseline,59C283872,59C283872,False,archive_plate_crops_from_coords,existing_plate_crop,83,49,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002797.jpg,60A41840,baseline,baseline,60A41840,True,0,True,False,False,baseline,baseline,60A41840,60A41840,False,cropped,existing_plate_crop,63,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007034.jpg,89A13780,baseline,baseline,89A13780,True,0,True,False,False,baseline,baseline,89A13780,89A13780,False,archive_plate_crops_from_coords,existing_plate_crop,218,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016018.jpg,59E196188,baseline,baseline,59E196188,True,0,True,False,False,baseline,baseline,59E196188,59E196188,False,archive_plate_crops_from_coords,existing_plate_crop,84,56,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001646.jpg,60C58378,baseline,baseline,60C58378,True,0,True,False,False,baseline,baseline,60C58378,60C58378,False,cropped,existing_plate_crop,29,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002156.jpg,30G58858,baseline,baseline,30G58858,True,0,True,False,False,baseline,baseline,30G58858,30G58858,False,archive_plate_crops_from_coords,existing_plate_crop,205,116,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001422.jpg,59E156347,baseline,baseline,59E156347,True,0,True,False,False,baseline,baseline,59E156347,59E156347,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005888.jpg,51A95153,baseline,baseline,51A95153,True,0,True,False,False,baseline,baseline,51A95153,51A95153,False,cropped,existing_plate_crop,49,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003851.jpg,29A44039,baseline,baseline,29A4039,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,29A44039,29A4039,False,archive_plate_crops_from_coords,existing_plate_crop,123,94,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003564.jpg,60C13774,baseline,baseline,JQC123774,False,3,False,False,False,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,30CT23774,00C123774,False,yolo_plate_dataset,crop_source_bounding_box,48,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002882.jpg,61D194891,baseline,baseline,61D194891,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,61D194891,61D194891,False,archive_plate_crops_from_coords,existing_plate_crop,56,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015446.jpg,47E00199,baseline,baseline,47E00199,True,0,True,False,False,baseline,baseline,47E00199,47E00199,False,archive_plate_crops_from_coords,existing_plate_crop,57,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008520.jpg,60G00099,baseline,baseline,60G00099,True,0,True,False,False,baseline,baseline,60G00099,60G00099,False,cropped,existing_plate_crop,53,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010060.jpg,65P59341,baseline,baseline,65P59341,True,0,True,False,False,baseline,baseline,65P59341,65P59341,False,yolo_plate_dataset,crop_source_bounding_box,185,136,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014357.jpg,68S60789,baseline,baseline,68S60789,True,0,True,False,False,baseline,baseline,68S60789,68S60789,False,yolo_plate_dataset,crop_source_bounding_box,141,96,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013734.jpg,60F417996,baseline,baseline,60F417996,True,0,True,False,False,baseline,baseline,60F417996,60F417996,False,cropped,existing_plate_crop,52,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015275.jpg,83P164932,baseline,baseline,83P164932,True,0,True,False,False,baseline,baseline,83P164932,83P164932,False,yolo_plate_dataset,crop_source_bounding_box,171,129,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010724.jpg,51F07122,baseline,baseline,51F07122,True,0,True,False,False,baseline,baseline,51F07122,51F07122,False,archive_plate_crops_from_coords,existing_plate_crop,153,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016115.jpg,60C59057,baseline,baseline,60C59057,True,0,True,False,False,baseline,baseline,60C59057,60C59057,False,cropped,existing_plate_crop,37,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011753.jpg,50H37866,baseline,baseline,50H37866,True,0,True,False,False,baseline,baseline,50H37866,50H37866,False,cropped,existing_plate_crop,59,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003057.jpg,30F65946,baseline,baseline,30F65946,True,0,True,False,False,baseline,baseline,30F65946,30F65946,False,cropped,existing_plate_crop,108,86,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001877.jpg,63H27326,baseline,baseline,63H27326,True,0,True,False,False,baseline,baseline,63H27326,63H27326,False,archive_plate_crops_from_coords,existing_plate_crop,87,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005552.jpg,30H67092,baseline,baseline,30H67092,True,0,True,False,False,baseline,baseline,30H67092,30H67092,False,cropped,existing_plate_crop,34,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014078.jpg,50H39784,baseline,baseline,50H39784,True,0,True,False,False,baseline,baseline,50H39784,50H39784,False,cropped,existing_plate_crop,65,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011527.jpg,60G00051,baseline,baseline,60G00051,True,0,True,False,False,baseline,baseline,60G00051,60G00051,False,cropped,existing_plate_crop,57,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014400.jpg,51F36579,baseline,baseline,51F36579,True,0,True,False,False,baseline,baseline,51F36579,51F36579,False,cropped,existing_plate_crop,42,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008092.jpg,65L100780,baseline,baseline,65L100780,True,0,True,False,False,baseline,baseline,65L100780,65L100780,False,yolo_plate_dataset,crop_source_bounding_box,155,103,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013366.jpg,50LD20347,baseline,baseline,50LD20347,True,0,True,False,False,baseline,baseline,50LD20347,50LD20347,False,cropped,existing_plate_crop,51,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009542.jpg,51H52953,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,5H52353,False,2,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,5H52353,5H52353,True,archive_plate_crops_from_coords,existing_plate_crop,34,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007848.jpg,71C434795,baseline,baseline,71C434795,True,0,True,False,False,baseline,baseline,71C434795,71C434795,False,archive_plate_crops_from_coords,existing_plate_crop,67,45,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003224.jpg,49K138886,baseline,baseline,49K138886,True,0,True,False,False,baseline,baseline,49K138886,49K138886,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005278.jpg,50H32182,baseline,baseline,50H32182,True,0,True,False,False,baseline,baseline,50H32182,50H32182,False,cropped,existing_plate_crop,37,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015222.jpg,51R31087,baseline,baseline,51R31087,True,0,True,False,False,baseline,baseline,51R31087,51R31087,False,archive_plate_crops_from_coords,existing_plate_crop,35,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001084.jpg,54P83069,baseline,baseline,54P83069,True,0,True,False,False,baseline,baseline,54P83069,54P83069,False,cropped,existing_plate_crop,76,61,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006307.jpg,59F116692,baseline,baseline,59F116692,True,0,True,False,False,baseline,baseline,59F116692,59F116692,False,yolo_plate_dataset,crop_source_bounding_box,92,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011076.jpg,60B06140,baseline,baseline,60B06140,True,0,True,False,False,baseline,baseline,60B06140,60B06140,False,cropped,existing_plate_crop,43,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_000748.jpg,29A02250,baseline,baseline,29A02250,True,0,True,False,False,baseline,baseline,29A02250,29A02250,False,cropped,existing_plate_crop,40,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002175.jpg,59S238654,baseline,baseline,59S238654,True,0,True,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,baseline,59S238654,59S238654,False,archive_plate_crops_from_coords,existing_plate_crop,51,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_000866.jpg,79LD00101,baseline,baseline,79LD00101,True,0,True,False,False,baseline,baseline,79LD00101,79LD00101,False,cropped,existing_plate_crop,67,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009141.jpg,60K36053,baseline,baseline,60K36053,True,0,True,False,False,baseline,baseline,60K36053,60K36053,False,cropped,existing_plate_crop,78,27,min_side_lt32
